# x 	 avg 	 error 
78200	74887.5139732	0.0423591563525
78300	74956.1473327	0.0427056534774
78400	75023.8669351	0.0430629217457
78500	75132.6464456	0.0428962236223
78600	75159.5520443	0.0437716024902
78700	75283.3608528	0.043413458033
78800	75373.9807125	0.0434774021253
78900	75525.4306523	0.0427702071946
79000	75665.2241805	0.0422123521451
79100	75775.7882994	0.0420254323713
79200	75877.7855797	0.0419471517719
79300	76005.2725187	0.0415476353253
79400	76057.178124	0.0421010311841
79500	76122.7218083	0.0424814866881
79600	76188.001843	0.0428642984554
79700	76267.350941	0.0430696243287
79800	76346.9751	0.0432709887215
79900	76398.8661526	0.043818946776
80000	76587.0164323	0.0426622945962
80100	76670.7177407	0.0428125126007
80200	76790.7599165	0.0425092279739
80300	76862.1619602	0.0428124288896
80400	77007.1521914	0.0421995996094
80500	77142.8159928	0.0417041491573
80600	77248.9879827	0.0415758314801
80700	77318.1534986	0.0419064002654
80800	77406.1670662	0.0420028828437
80900	77472.6118561	0.0423657372547
81000	77598.7018471	0.0419913352206
81100	77698.516723	0.0419418406536
81200	77766.5167455	0.0422842765332
81300	77893.5138179	0.0419001990421
81400	78022.98057	0.0414867251845
81500	78165.2801389	0.0409168081111
81600	78320.702364	0.0401874710299
81700	78391.1064073	0.04050053357
81800	78483.6286054	0.0405424375866
81900	78617.2439927	0.0400824909321
82000	78726.1739845	0.0399247075055
82100	78828.4720429	0.0398480871756
82200	78840.3016972	0.040872242127
82300	78946.0491782	0.0407527438862
82400	79020.5756535	0.0410124313894
82500	79116.8124265	0.0410083342239
82600	79217.5746934	0.0409494589181
82700	79366.8326779	0.0403043207027
82800	79491.3395106	0.0399596677463
82900	79528.128376	0.040673964101
83000	79593.5460895	0.0410416133797
83100	79659.6831676	0.0413997212083
83200	79728.6621506	0.0417228106898
83300	79765.4212301	0.0424319180059
83400	79850.4351195	0.0425607299822
83500	79943.8245588	0.0425889274399
83600	80014.2730246	0.0428914709979
83700	80075.1945684	0.0433071138777
83800	80141.6494861	0.0436557340556
83900	80241.6241779	0.0436040026473
84000	80334.0079231	0.0436427628207
84100	80439.6270043	0.0435240546454
84200	80532.8214916	0.0435531889354
84300	80697.8667819	0.0427299314129
84400	80774.6110044	0.042954845919
84500	80815.6653859	0.0436015930663
84600	80969.150863	0.0429178384987
84700	81051.06785	0.0430806629276
84800	81105.3399967	0.0435691038123
84900	81275.7991031	0.0426878786439
85000	81365.6023326	0.042757619617
85100	81432.6535323	0.0430945530868
85200	81543.5437806	0.0429161528094
85300	81614.719877	0.0432037529073
85400	81786.6369742	0.0423110424564
85500	81907.4468087	0.0420181659805
85600	82039.8992876	0.0415899615934
85700	82128.048395	0.041679715344
85800	82230.4351226	0.0416033202498
85900	82277.3222737	0.0421731982101
86000	82379.3801247	0.0421002311081
86100	82406.461733	0.0428982377117
86200	82581.4998438	0.0419779600492
86300	82608.1622301	0.0427791166846
86400	82717.0087569	0.0426272134613
86500	82806.5692062	0.0426986218935
86600	82887.6687015	0.0428675669572
86700	83045.1692728	0.0421549103482
86800	83133.0044528	0.0422464924788
86900	83226.0328863	0.0422781025742
87000	83321.7743116	0.0422784561881
87100	83338.5785615	0.0431850911423
87200	83389.8295481	0.0436946152739
87300	83444.3954054	0.0441650010832
87400	83561.4499663	0.0439193367695
87500	83659.0280462	0.0438968223287
87600	83758.8786899	0.0438484167816
87700	83874.4696197	0.0436206428769
87800	83951.6888021	0.0438304236662
87900	84048.0099649	0.0438224122308
88000	84137.3835312	0.0438933689634
88100	84261.2455118	0.0435726956664
88200	84368.534045	0.0434406570857
88300	84527.3987268	0.0427248162305
88400	84577.9337844	0.0432360431631
88500	84647.4144029	0.0435320406451
88600	84730.9253275	0.0436690143618
88700	84847.7570798	0.0434300216478
88800	84985.3122427	0.0429581954654
88900	85085.0495658	0.0429128282815
89000	85159.2311945	0.0431547056793
89100	85248.0215345	0.0432320815436
89200	85303.7199382	0.0436802697509
89300	85375.9240043	0.0439426203329
89400	85493.7923966	0.0436935973531
89500	85623.864921	0.0433087718328
89600	85662.6495039	0.0439436439295
89700	85756.1095394	0.0439675636639
89800	85866.9850042	0.0437974943849
89900	85982.0240098	0.0435814904361
90000	86073.3610948	0.0436293211687
90100	86227.6929432	0.0429778807631
90200	86349.4434419	0.042689097097
90300	86406.0047736	0.043122870724
90400	86492.8004681	0.0432212337598
90500	86616.256108	0.0429142971487
90600	86761.9612961	0.0423624581002
90700	86840.549911	0.0425518201649
90800	87074.1520815	0.0410335673844
90900	87175.6639015	0.0409717942631
91000	87312.3059716	0.0405241102022
91100	87449.2729739	0.0400738422182
91200	87511.3933029	0.0404452488712
91300	87639.1991645	0.0400963946932
91400	87743.3296472	0.0400073342762
91500	87846.1454703	0.0399328363897
91600	87914.5921355	0.0402337103112
91700	87972.3261471	0.0406507508496
91800	88013.4238162	0.0412481065771
91900	88164.9475329	0.0406425730915
92000	88207.1725416	0.0412263854178
92100	88297.1814808	0.0412901033568
92200	88386.5008869	0.041361161747
92300	88434.6925964	0.0418776533429
92400	88542.072059	0.0417524668941
92500	88615.5470282	0.0419940861816
92600	88685.6591497	0.0422714994632
92700	88932.1983847	0.0406451091182
92800	89101.9448677	0.0398497320286
92900	89238.0565398	0.0394181212075
93000	89307.9854823	0.0396990808351
93100	89388.4971809	0.0398657660481
93200	89468.7253536	0.0400351356906
93300	89564.3188493	0.0400394549916
93400	89665.3124833	0.0399859477166
93500	89772.0351504	0.0398712818134
93600	89908.547673	0.0394385932367
93700	89955.0257071	0.0399677085686
93800	90069.8773433	0.0397667660632
93900	90189.7610488	0.0395126618866
94000	90259.5166532	0.0397923760302
94100	90351.9632775	0.0398303583688
94200	90487.5638304	0.0394101504201
94300	90582.1075578	0.0394262188995
94400	90639.1658598	0.039839344705
94500	90740.2061249	0.0397861785729
94600	90828.6657887	0.0398661121706
94700	90878.0320397	0.0403586901822
94800	90991.2994903	0.0401761657139
94900	91038.8123476	0.0406869088772
95000	91058.434139	0.0414901669583
95100	91129.991363	0.0417456218401
95200	91260.3904052	0.041382453727
95300	91379.6086425	0.0411373699635
95400	91454.3534162	0.0413589788662
95500	91616.7458491	0.0406623471304
95600	91686.2412131	0.0409388994443
95700	91860.4115304	0.0401210916367
95800	92024.9579985	0.0394054488674
95900	92140.8978441	0.0391981455259
96000	92315.3017191	0.0383822737596
96100	92364.0843069	0.0388752933725
96200	92516.5843358	0.0382891441186
96300	92562.0983736	0.038815177844
96400	92680.9464486	0.0385793936865
96500	92903.7038142	0.0372673179873
96600	93015.9805027	0.0371016511109
96700	93079.9959277	0.0374354092272
96800	93135.0506256	0.0378610472565
96900	93182.543806	0.0383638410115
97000	93238.9071035	0.038774153572
97100	93340.2663527	0.0387202229384
97200	93468.7210721	0.0383876432912
97300	93523.1579732	0.0388164648184
97400	93738.1257156	0.0375962452197
97500	93794.9111216	0.0380009115738
97600	93826.7257134	0.0386605971985
97700	93860.5083536	0.039298788602
97800	93895.7441202	0.0399208167667
97900	93930.2380258	0.0405491519321
98000	94015.9005512	0.0406540760079
98100	94063.9015894	0.0411426953167
98200	94094.5267802	0.0418072629312
98300	94094.5267802	0.0427820266515
98400	94176.3440627	0.0429233326958
98500	94259.8341617	0.043047368917
98600	94368.8367279	0.042912406411
98700	94516.8580216	0.0423823908653
98800	94577.9931646	0.0427328627063
98900	94672.0329565	0.0427499195499
99000	94837.0487019	0.0420500131117
99100	94837.0487019	0.0430166629471
99200	94935.5789771	0.0429881151505
99300	95009.3671107	0.0432087904264
99400	95060.4784008	0.0436571589462
99500	95124.4961611	0.0439749129534
99600	95163.9775896	0.044538377614
99700	95262.2892366	0.0445106395524
99800	95409.6727892	0.0439912546168
99900	95547.0941113	0.0435726315188
